testTypeId,questionText,optionA,optionB,optionC,optionD,correctAnswer,explanation,cefrLevel,difficulty,testSetId,conversation,article,audioUrl,transcript
focus-meaning,What does the man mean?,I can't see the clock from here.,I don't understand you.,I don't know the time.,—,C,หนุ่มยืนเฉยเบลอๆส่ายหัวตอบไม่สู้ด้วยประโยคว่า 'Sorry. I don't have a watch.' (อภัยให้กระผมด้วยนะนายจ๋า ที่ผ่านมาฉ้านนไม่ได้ครอบครองแม้กระทั้งนาฬิกาเลยขอรับ) เป็นการตีความได้ตรงๆว่าการที่ไม่ถือหาสัญญาณหน้าปัดนาฬิกานั่นก็เท่ากับตัวผชไม่อาจล่วงรู้เวลาว่าบัดนี้เป็นกี่โมงตามคำขอของนางรึ,B1,medium,12,"[{""text"":""What time is it? I think I'm late."",""speaker"":""A""},{""text"":""Sorry. I don't have a watch."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,He spent a long time in China.,He visited China a long time ago.,He has wanted to go to China for a long time.,—,B,ชายพูดเสริมลอยๆเชิงกระเซ้าเย้าแหย่ถึงอดีตว่าจริงๆ 'I haven't been there in years.' (ในทริปช่วงจีนแผ่นดินใหญ่นี่ข้าน้อยไม่ได้ลงจอจอดทอดเรือนับหลายขวบปีแล่ว) ชี้เป็นชี้ตายความหมายก็คือนับย้อนหลังทริปท่องเที่ยวที่ว่านี้เขาเพิ่งเคยจะได้ผงาดไปแอ่วชมเมื่อนมนานมาแล้วในยุคหนึ่งแค่นั้นเอง,B1,medium,12,"[{""text"":""Our family loves to travel. We just came back from China."",""speaker"":""A""},{""text"":""You're so lucky. I haven't been there in years."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,She wants to know where the man was during the meeting.,She is explaining why she couldn't attend the meeting.,She is asking what the meeting was about.,—,A,เมื่อฝ่ายกงสีหญิงเข้ามาเคลียร์และถามไถ่ว่า 'What was up?' (มีเรื่องป่วนประสาทอันใดหรือถึงพลาดเข้าซุ้มประชุมวันนี้จ้ะเพื่อน) ซึ่งเป็นการซักไซ้เจาะจงความอยากรู้เพื่อไต่สวนหาตอเหตุลึกลงไปว่าผู้ชายได้ซุกตัวหายตัวหลบค่ายอยู่ที่หนไดในวิกฤติช่วงตอนทำประชาคม,B1,medium,12,"[{""text"":""We missed you at the meeting this morning. What was up?"",""speaker"":""A""},{""text"":""I got caught up on a phone call until noon."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,The woman doesn't know what to do with her friend's bag.,The woman won't go out with her friend anymore.,The woman can't explain her friend's behavior.,—,C,สาวอิมพอร์ตหงุดหงิดใจกับเพื่อนสุดพิลึกแล้วได้ระบายออกชัดว่า 'I'm not sure what to make of it.' หมายความว่าแอบเหงื่อแห้งตายและมึนตึบที่จู่ๆเพือนสนิทรีบโหมกระพุนหายตัวปัดตูดเดินหนี เลยหาเหตุและผลเชื่อมโยงไม่ปะประติดประต่อไม่ได้แน่ชัดว่าอะไรชักใยอาการอันน่างุนงงนี้หลังการหิ้วแฟ้มกระเผ่น,B1,medium,12,"[{""text"":""One moment my friend and I were having fun, and the next she up and left with her bag. I'm not sure what to make of it."",""speaker"":""A""},{""text"":""Don't worry. I'm sure it has nothing to do with you."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,He wishes he had seen the interview.,He decided not to watch the interview.,He plans to watch the news more often.,—,A,"คนผู้ชายฟาดไหล่ตบเข่าบ่นเสียดายโอกาสอันสูญหายด้วยคำพูดที่ว่า 'If I had known it was on, I would have been sure to watch.' แสดงถึงมิติเวลาคู่ขนานว่าจริงๆแล้วลึกๆในหลืบใจนั้นนายคนนี้เฝ้าถวิลหาตั้งหน้ารอดูให้ลุล่วงแล้วและเสียดายมากๆที่เป็นคนพลาดที่จะไม่ได้เชยชมสัมภาษณ์ที่ออกรายการซะนี่",B1,medium,12,"[{""text"":""Hey, did you catch my interview on News Tonight?"",""speaker"":""A""},{""text"":""No. If I had known it was on, I would have been sure to watch."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,He paid someone to plant the bushes.,He planted the bushes very quickly.,He is a professional gardener.,—,A,นายสวนกลับเลยทำแปปเดียวแหละเรื่องปลูกเนี่ยเพราะเค้ามีดีกรีจ้างมือโปรมาเนรมิตให้อย่างไว ('had it done professionally') ก็คือตอบเป็นภาษาตรงตัวโดยไม่ต้องสงสัยเลยว่านายตัวดีเนี้ยเขายอมเสียอัฐกระเป๋าไปกับการหาใครสักคนยอดฝีมือมือมารับจ๊อบพรวนดินขุดปลูกพุ่มไม้แทนกำลังแรงกายของตนเองเลยนั่านเอง,B1,medium,12,"[{""text"":""I love what you've done with your backyard. How long did it take you to plant all those bushes?"",""speaker"":""A""},{""text"":""No time at all. I had it done professionally."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,The man should avoid calling attention to himself.,The man has to think of a new way to try to relax.,The man needs to prepare himself carefully for the trial.,—,A,เพื่อนผู้แสนดีมีชั้นเชิงปลอบขวัญสั่งเลยให้สงวนและห้ามแผลงฤทธิ์ท่าทีไปก่อนช่วงนี้ ('keep a low profile') แปลว่าตามหลักมารยาทแล้วนี่คือคำแนะนำเด็ดเพื่อจะเฝ้าระวังผู้ชายไม่ให้ทำตัวบ้าระห่ำเรียกความสนใจของมวลมหาประชาชนเข้ามาดึงดูดสถานะตนเองให้ซวยและเข้าตัวจนท้าทายศาล,B1,medium,12,"[{""text"":""I'm getting really nervous about the trial."",""speaker"":""A""},{""text"":""I imagine you would be. It might be best to keep a low profile for a while."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,The man shouldn't bother taking the class.,She would take the class if it weren't so difficult.,There are already too many students in the class.,—,A,ฝั่งชายอิดออดโวยวายบ่นว่าเสียวสยอง เด็กหญิงจึงสนับสนุนและโต้ประโยคในทางเดียวกันว่า 'it's supposed to be impossible' แปลความหมายอย่างตรงไปตรงมาว่าเธอเชื่อและมีอุดมคติฝังหัวเลยว่าไอรายวิชาบ้าบอที่สุดหินนี้ตัวผู้ชายผู้แสนจะยุ่งวุ่นวายรายนี้ไม่ควรจะกระโดดเข้าไปเป็นนักศึกษาทดลองสมัครวิชานี้เพื่อถล่มจิตใจเปล่าๆ,B1,medium,12,"[{""text"":""I have a feeling I'll regret enrolling in the World History class."",""speaker"":""A""},{""text"":""Yeah, it's supposed to be impossible. Plus, you're already very busy."",""speaker"":""B""}]",,,
focus-meaning,What does the husband mean?,His sister might stay home during the vacation.,He needs to cancel his trip to visit his sister.,His sister agreed to pay for the family vacation.,—,A,หนุ่มสามีประเมินน้องของสาวๆว่า 'money is tight for her right now.' (สถานภาพการเงินเขาค่อนข้างตึงช็อตจนชักหน้าไม่ถึงหลังดึงเหงื่อเชียวล่ะนทีนี้) แปลว่ารายนี้น้องส่าวของเขาไม่น่าเหลือทรัพยสินมาร่วมทำทุนดวงเที่ยวทริปสกีแพงๆ จึงอาจเป็นผู้แพ้หมดโอกาสชวดพักอาศัยที่ห้องที่บ้านไม่ได้มาปาร์ตี้เที่ยวเล่นสังสรรค์ในงานฤทธิ์นี้ด้วยแน่ๆเป็นอย่างยิ่ง,B1,medium,12,"[{""text"":""Is your sister still planning on joining us for winter vacation?"",""speaker"":""A""},{""text"":""I'm not sure she'll be able to spend it with us. It sounds like money is tight for her right now."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,Liza Ferretti should admit she lost.,Few people voted for Liza Ferretti.,He agrees Liza Ferretti really won.,—,C,หญิงส่งประเด็นเริ่มเรื่องว่า Lisa โกงความตายเอาชนะนัดไปแล้ว ด้านฝ่ายหนุ่มก็เลยแย้งเชียร์ต่อให้ลุย 'challenge the result in court.' (พุ่งกระเเทกประชันเรียกร้องความจริงเบิกศาล) แสดงออกได้คือเขาเชื่อมั่นว่า Lisa สวมมงชนะลุกลามเหนือกว่าถึงต้องสนับสนุนเต็มร้อยว่าเธอจบนัดได้อย่างคู่ควรและสิทธิ์เป็นของหล่อนแน่นอน,B1,medium,12,"[{""text"":""I hear Liza Ferretti actually beat her opponent."",""speaker"":""A""},{""text"":""She should really challenge the result in court."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean by his SECOND statement?,He will go to buy tickets.,He thinks there aren't any more tickets.,He wants to go to the same show as the woman.,He will cancel the plan.,A,หนุ่มลึกลับผู้ไม่ยอมแพ้ยืนกรานและจะทำการต่อไปบอกว่า 'I'm going to try anyway.' (ไม่ว่าโอกาสจะมืดบอดแต่เขายังคงจะดื้อดึงไปพยายามฝ่าต่อไป) เป็นสิ่งที่ชัดเจนแล้วละว่าเจตนารมณ์แท้จริงคือความมุ่งมั่นที่จะยังพยายามบุกทะลวงไปเข้าคิวซื้อและหาตั๋วเพื่อพาร่างเข้าโชวร์แห่งนั้นต่อชนิดที่ยอมเจ็บไม่ยอมตาย,B1,medium,12,"[{""text"":""Do you think we can get tickets for the show?"",""speaker"":""A""},{""text"":""I doubt it."",""speaker"":""B""},{""text"":""I'm going to try anyway."",""speaker"":""A""}]",,,
focus-meaning,What does the man mean?,He knows the town well.,He wants to live in the area.,His family owns the restaurant.,He likes cooking.,A,ฝ่ายชายบอกถึงความผูกพันธ์เส้นทางสัญจรผู้หญิงแบบภาคภูมิใจในทักษะตัวเองเป็นสำนวนเชิงว่า 'familiar with this area' (คุ้นเคยทางรูปร่างซอกซอยระแวกนี้เป็นเลิศช่ำชองนกกระจอก) คือการย่อความว่าการที่เขาตะลุยผ่านมรสุมและคุ้นเคยก็นำคำจำกัดความไปสู่ข้อยุติว่าตัวของเขานี่แหละเป็นผู้จัดแจ้งรอบรู้แผนที่ตรอกซอกซอยระแวกจุดตั้งร้านแถวทาวน์เมืองนั่นดีเลิศตบมุกได้,B1,medium,12,"[{""text"":""How do you know so many restaurants in town?"",""speaker"":""A""},{""text"":""I'm very familiar with this area."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,I can't see the clock from here.,I don't understand you.,I don't know the time.,I don't like watches.,C,ผู้ชายทื่อๆตรงเด่บอกเลยว่าตนไม่ได้มีอุปกรณ์เครื่องจับเวลาไว้บนแขนสักทีเดียวนิ ('I don't have a watch.') จึงถือเป็นการขีดเส้นความจริงออกไปแบบลอยว่าตัวเขานั่นประสบเหตุที่ก็ดันบังเอิญไม่ทราบหรือไม่สามารถส่งคำตอบเวลาและชั่วโมงให้เจ้านายเจ้าขาได้รับรู้,B1,medium,12,"[{""text"":""What time is it? I think I'm late."",""speaker"":""A""},{""text"":""Sorry, I don't have a watch."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,What time do you want to leave?,How long will you be on the airplane?,When are you coming back from New York?,Which airline do you prefer?,A,ผู้หญิงถามทวนย้ำกลับเชิงธุรกิจเกี่ยวกับตั๋วมะกันและเวลาออกเดินทางเพื่อเก็บข้อมูลเพิ่มที่ว่า 'When would you like to fly?' (ในโอกาสนี้คุณลูกค้าอยากจะบินสยายปีกพุ่งวันไหนดีคะ) เป็นการทำหน้าที่ของพนักงานที่สอบถามเพื่อเจาะจงเวลาล่วงหน้าว่าคุณท่านต้องการอยากจะนัดหมายออกเดินทางก้าวออกนอกโลกทิ้งเครื่องที่เวลาโมงยามใดนั่นไง้,B1,medium,12,"[{""text"":""Good morning. I'd like to get a ticket to New York."",""speaker"":""A""},{""text"":""Of course. When would you like to fly?"",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,There is no more chicken.,She does not like chicken.,She cannot eat any more chicken.,She wants another dish.,C,ผู้หญิงตอบปฏิเสธเด็ดขาดด้วยข้ออ้างเหตุผลมวลกายเพราะอิ่มจุกถึงคอแล้วว 'I'm full.' ดังนั้นเมื่อผู้ชายเชียร์ให้ทานเนื้อไก่ต่อ จึงตีความพยักพเยิดตอบแบบชัดพุ่งสุดๆว่า ณ โอกาสนี้เธอจะทานเพิ่มอีกไม่ไหวแล้วและถึงลิมิตจุดวิกฤตจนแทบจะยัดอะไรต่อมิอะไรเข้ากระเพาะอาหารไม่เข้าอีกต่อไปแร้ว,B1,medium,12,"[{""text"":""Would you like some more chicken?"",""speaker"":""A""},{""text"":""I'm full. Thanks, anyway."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,She doesn't want the job.,She can't start working now.,She didn't work for two weeks.,She will start tomorrow.,B,นางตัวแทนหญิงบอกรับจ๊อบสตาร์ทคิวตารางงานกันตั้งเเต่วินาทีนี้ทันทีไม่ได้นอกจากต้องเลื่อนไฟลต์เริ่มไปแตะถึง 2 วีคข้างหน้าแน่ะ 'can begin in two weeks.' นัยยะที่ซ่อนมาเพื่อต้องการสื่อก็เป็นการอธิบายให้เห็นภาพรวบยอดได้เลยว่าด้วยวาระในตอนนี้เธอต้องยกธงขาวไม่สามารถกระทำและเริ่มจับปฏิบัติงานในช่วงเวลานี้ไปอย่างไม่มีข้อกังขา,B1,medium,12,"[{""text"":""Can you start work immediately?"",""speaker"":""A""},{""text"":""No, but I can begin in two weeks."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,The interview will be very quick.,The interview will start very soon.,The interview will be at 10 o'clock.,The interview was cancelled.,B,ตัวพี่ชายหน้าตั้งเตือนสะกิดปลุกปั่นด้วยความหวาดเสียวว่า 'Hurry up. You'll be late.' (โว้ยยเร่งด่วนรีบเข้า เดี๋ยวมันจะชวดสายเอานะโว้ย) ซึ่งก็เป็นการย้ำว่าหมายกำหนดการของการที่สาวต้องไปนั่งเก้าอี้และจับเข่าสัมภาษณ์คุยงานต่างๆนานามันเริ่มบีบตูดเข้ามาและกำลังจะเริ่มเข้าฉากในอีกรวดเร็วมากๆในเวลาไม่กี่นาทีข้างหน้าแล้ว!,B1,medium,12,"[{""text"":""Oh no. My interview is in ten minutes."",""speaker"":""A""},{""text"":""Hurry up. You'll be late."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,His mother isn't sick anymore.,He doesn't see his mother often.,His mother still doesn't feel very well.,His mother is in the hospital.,A,หลังนางสาวใจบุญเปิดบทถามไถ่ว่าไข้ใจแม่เป็นไงบ้าง เมื่อฝ่ายชายตอบอัปเดตสเตตัสสถานะของคุณแม่มาว่า 'feeling much better.' (สัมผัสได้ถึงอารมณ์บวกฟื้นฟูของสภาวะว่าแข็งแกร่งและดีขึ้นมากก) ท้ายนี้ก็สามารถนำไปสู่ข้อสรุปอันจริงแท้คือมารดาของเขานั่นได้จบหายเจ็บไข้รอดพ้นช่วงเวลาอาการป่วยทรมานสุดแย่และไม่ได้เป็นศพหรือป่วยสาหัสอีกต่อไป,B1,medium,12,"[{""text"":""How is your mother doing?"",""speaker"":""A""},{""text"":""She's feeling much better. Thanks."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,He spent a long time in China.,He visited China a long time ago.,He has wanted to go to China for a long time.,He lives in China now.,B,ฝ่ายชายเล่าความหลังแบบพยักพเยิดว่าตนห่างหายไม่ได้ไปร่อนมาเป็นปีๆ นมนานมากๆ แล้ว ('haven't been there in years.') ท้ายสุดนึกถึงว่าทริปที่ดินแดนนั้นในอดีตทำให้ประมวลความหมายออกมาได้ฉลุยว่า ทริปการท่องเที่ยวที่อลังการของเขาในสถานที่นั้นมันจบยุคการเยือนผ่านล่วงช้าไปเป็นเวลายาวนานแสนนานมาแล้วอย่างแท้ทรู,B1,medium,12,"[{""text"":""Our family loves to travel. We just came back from China."",""speaker"":""A""},{""text"":""You're so lucky. I haven't been there in years."",""speaker"":""B""}]",,,
