"id","test_type_id","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","conversation","audio_url","transcript","article","cefr_level","difficulty","active","order_index","created_at","updated_at"
"873","focus-meaning","What does the woman mean?","What time do you want to leave?","How long will you be on the airplane?","When are you coming back from New York?","Which airline do you prefer?","A","ผู้หญิงถามทวนย้ำกลับเชิงธุรกิจเกี่ยวกับตั๋วมะกันและเวลาออกเดินทางเพื่อเก็บข้อมูลเพิ่มที่ว่า 'When would you like to fly?' (ในโอกาสนี้คุณลูกค้าอยากจะบินสยายปีกพุ่งวันไหนดีคะ) เป็นการทำหน้าที่ของพนักงานที่สอบถามเพื่อเจาะจงเวลาล่วงหน้าว่าคุณท่านต้องการอยากจะนัดหมายออกเดินทางก้าวออกนอกโลกทิ้งเครื่องที่เวลาโมงยามใดนั่นไง้","[{""name"":""Woman"",""text"":""Good morning. I'd like to get a ticket to New York."",""speaker"":""A""},{""name"":""Man"",""text"":""Of course. When would you like to fly?"",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"874","focus-meaning","What does the woman mean?","There is no more chicken.","She does not like chicken.","She cannot eat any more chicken.","She wants another dish.","C","ผู้หญิงตอบปฏิเสธเด็ดขาดด้วยข้ออ้างเหตุผลมวลกายเพราะอิ่มจุกถึงคอแล้วว 'I'm full.' ดังนั้นเมื่อผู้ชายเชียร์ให้ทานเนื้อไก่ต่อ จึงตีความพยักพเยิดตอบแบบชัดพุ่งสุดๆว่า ณ โอกาสนี้เธอจะทานเพิ่มอีกไม่ไหวแล้วและถึงลิมิตจุดวิกฤตจนแทบจะยัดอะไรต่อมิอะไรเข้ากระเพาะอาหารไม่เข้าอีกต่อไปแร้ว","[{""name"":""Woman"",""text"":""Would you like some more chicken?"",""speaker"":""A""},{""name"":""Man"",""text"":""I'm full. Thanks, anyway."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"875","focus-meaning","What does the woman mean?","She doesn't want the job.","She can't start working now.","She didn't work for two weeks.","She will start tomorrow.","B","นางตัวแทนหญิงบอกรับจ๊อบสตาร์ทคิวตารางงานกันตั้งเเต่วินาทีนี้ทันทีไม่ได้นอกจากต้องเลื่อนไฟลต์เริ่มไปแตะถึง 2 วีคข้างหน้าแน่ะ 'can begin in two weeks.' นัยยะที่ซ่อนมาเพื่อต้องการสื่อก็เป็นการอธิบายให้เห็นภาพรวบยอดได้เลยว่าด้วยวาระในตอนนี้เธอต้องยกธงขาวไม่สามารถกระทำและเริ่มจับปฏิบัติงานในช่วงเวลานี้ไปอย่างไม่มีข้อกังขา","[{""name"":""Woman"",""text"":""Can you start work immediately?"",""speaker"":""A""},{""name"":""Man"",""text"":""No, but I can begin in two weeks."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"876","focus-meaning","What does the woman mean?","The interview will be very quick.","The interview will start very soon.","The interview will be at 10 o'clock.","The interview was cancelled.","B","ตัวพี่ชายหน้าตั้งเตือนสะกิดปลุกปั่นด้วยความหวาดเสียวว่า 'Hurry up. You'll be late.' (โว้ยยเร่งด่วนรีบเข้า เดี๋ยวมันจะชวดสายเอานะโว้ย) ซึ่งก็เป็นการย้ำว่าหมายกำหนดการของการที่สาวต้องไปนั่งเก้าอี้และจับเข่าสัมภาษณ์คุยงานต่างๆนานามันเริ่มบีบตูดเข้ามาและกำลังจะเริ่มเข้าฉากในอีกรวดเร็วมากๆในเวลาไม่กี่นาทีข้างหน้าแล้ว!","[{""name"":""Woman"",""text"":""Oh no. My interview is in ten minutes."",""speaker"":""A""},{""name"":""Man"",""text"":""Hurry up. You'll be late."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"877","focus-meaning","What does the man mean?","His mother isn't sick anymore.","He doesn't see his mother often.","His mother still doesn't feel very well.","His mother is in the hospital.","A","หลังนางสาวใจบุญเปิดบทถามไถ่ว่าไข้ใจแม่เป็นไงบ้าง เมื่อฝ่ายชายตอบอัปเดตสเตตัสสถานะของคุณแม่มาว่า 'feeling much better.' (สัมผัสได้ถึงอารมณ์บวกฟื้นฟูของสภาวะว่าแข็งแกร่งและดีขึ้นมากก) ท้ายนี้ก็สามารถนำไปสู่ข้อสรุปอันจริงแท้คือมารดาของเขานั่นได้จบหายเจ็บไข้รอดพ้นช่วงเวลาอาการป่วยทรมานสุดแย่และไม่ได้เป็นศพหรือป่วยสาหัสอีกต่อไป","[{""name"":""Woman"",""text"":""How is your mother doing?"",""speaker"":""A""},{""name"":""Man"",""text"":""She's feeling much better. Thanks."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"878","focus-meaning","What does the man mean?","He spent a long time in China.","He visited China a long time ago.","He has wanted to go to China for a long time.","He lives in China now.","B","ฝ่ายชายเล่าความหลังแบบพยักพเยิดว่าตนห่างหายไม่ได้ไปร่อนมาเป็นปีๆ นมนานมากๆ แล้ว ('haven't been there in years.') ท้ายสุดนึกถึงว่าทริปที่ดินแดนนั้นในอดีตทำให้ประมวลความหมายออกมาได้ฉลุยว่า ทริปการท่องเที่ยวที่อลังการของเขาในสถานที่นั้นมันจบยุคการเยือนผ่านล่วงช้าไปเป็นเวลายาวนานแสนนานมาแล้วอย่างแท้ทรู","[{""name"":""Man"",""text"":""Our family loves to travel. We just came back from China."",""speaker"":""A""},{""name"":""Person B"",""text"":""You're so lucky. I haven't been there in years."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"1041","focus-form","Waiter: Who asked for eggs and coffee?Customer: I ___ .","did","got","took","made","A","ใช้ did แทนคำกริยา asked ใน past tense เพื่อระบุว่า 'ฉันเป็นคนสั่งไข่และกาแฟเอง'",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1042","focus-form","Man: Do you ___ an apple?Woman: Yes, please.","want","wants","to want","wanting","A","ประโยคคำถาม Present Simple ที่ขึ้นต้นด้วย Do ต้องตามด้วยกริยาช่อง 1 ที่ไม่ผัน (Infinitive)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1043","focus-form","Woman: How far is ___ to the bus stop?Man: Only about a five minute walk.","it","that","this","there","A","ใช้สรรพนาม It ในการกล่าวถึงการลากหรือระยะทาง (ตัวอย่างนี้คือระยะทางไปป้ายรถเมล์)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1044","focus-form","Woman: How far is ___ to Times Square?Man: You only have to walk about 10 blocks, I think.","it","that","there","this","A","ใช้สรรพนาม It ในการระบุระยะทางคล้ายกับข้อก่อนหน้า รูปประโยคชี้วัดระยะทาง",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1045","focus-form","Man: What are you going to do with all of those apples?Woman: I think ___ a cake.Man: What a great idea!","I make","I'll make","I've made","I was making","B","ใช้ I'll make (will) สำหรับการตัดสินใจเรื่องอนาคตที่จะคิดหรือทำในขณะที่พูดทันที หรือสังเกตจากคำว่า I think",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1046","focus-form","Man: Excuse me – where’s the passport office?Woman: It’s down the street ___ the right, next to the park.","by","on","of","at","B","บุพบทบอกตำแหน่ง 'ด้านซ้าย/ด้านขวา' จะใช้คู่กับ on เสมอ (เช่น on the right, on the left)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1047","focus-form","Man: Did you watch the basketball game last night?Woman: Yes! It was ___ an exciting game.","so","that","very","such","D","คำว่า such จะใช้นำหน้า a/an + adjective + noun เพื่อเน้นย้ำว่าเป็น...ที่มาก (such an exciting game)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1048","focus-form","Woman: Do you want your coffee with ___ without milk?Man: With milk, please.","or","for","but","and","A","เป็นตัวเลือกสองทาง (ถามว่าจะใส่นม หรือ ไม่ใส่) ใช้ or เพื่อเชื่อมในความหมายว่า 'หรือ'",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1049","focus-form","Teacher: Have you read many novels this year?Student: No, I haven't read ___ .","some","none","few","any","D","ในประโยคปฏิเสธ (haven't) จะใช้ any แทน some เพื่อสื่อความว่า 'ไม่เลย'",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1050","focus-form","Woman: Look! There's Jack.Man: Wow! I haven't seen him ___ years.","in","from","since","during","A","in years เป็นสำนวนแปลว่า 'เป็นเวลาหลายปี' ใช้เหมือน for years (หมายความว่าไม่ได้เจอกันมาหลายปีแล้ว)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1051","focus-form","John Jones lives ___ the United States with his wife, Mary.","at","in","on","to","B","สหรัฐอเมริกา (the United States) เป็นประเทศ เมื่อใช้บอกสถานที่ในระดับประเทศเราจะบุพบท in",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1052","focus-form","John Jones lives in the United States with ___ wife, Mary.","his","her","their","our","A","สรรพนามแสดงความเป็นเจ้าของที่แสดงถึง 'จอห์น (ผู้ชาย)' คือ his (เขา)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1053","focus-form","They ___ two children, Sally and Billy.","has","have","had","having","B","They เป็นประธานพหูพจน์ กริยาที่ใช้ตามด้วยรูป present simple ต้องเป็น have",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1054","focus-form","Sally ___ Billy are their children.","but","and","or","because","B","เป็นการรวมชื่อสองคน (แซลลี่และบิลลี่) จึงต้องใช้ and ที่แปลว่า 'และ' มาเชื่อม",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1055","focus-form","The Jones family spends a lot ___ time together on the weekends.","for","on","of","with","C","คำว่า a lot จะตามด้วยบุพบท of เป็น a lot of + คำนาม แปลว่า จำนวนมาก",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1056","focus-form","The family often goes ___ the park.","at","to","in","on","B","คำว่าไปที่...มักจะใช้รูปแบบ go to + สถานที่เป้าหมาย",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1057","focus-form","Mary likes to sit ___ a park bench and watch her family.","at","in","on","to","C","คำว่านั่งอยู่ 'บน' ม้านั่ง จะใช้ on (บนพื้นผิวบางอย่าง)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1058","focus-form","Sometimes she ___ a piece of bread to give to the birds.","take","takes","taking","took","B","ประธานคือ Mary เลี่ยงให้เป็น she เป็นประธานเอกพจน์ กริยาที่เติมจึงต้องผันตัวตามเติม s หรือ es",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1059","focus-form","People do ___ want flies around their houses.","not","no","never","none","A","เพื่อทำ do ให้เป็นประโยคปฏิเสธ ต้องตามด้วย not",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1060","focus-form","The best way to reduce the fly population is ___ find where their food comes from.","for","to","at","by","B","เพื่อขยายเป้าหมายว่าเป็น 'วิธีที่จะหา...'(to find) จึงต้องใส่ to เชื่อมข้างหน้าของกริยาช่องที่ 1",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1061","focus-form","Their food comes from ___ to remove it.","try","trying","tried","tries","B","หลังคำบุพบท from จะต้องตามด้วยคำนาม หรือกริยาที่เติม -ing (Gerund) เพื่อแสดความหมายว่าเป็น 'มาจากการพยายามที่จะ...'",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1062","focus-form","___ this doesn't work, you can try hanging clear plastic bags.","Because","If","When","Although","B","If ใช้บอกเงื่อนไขแปลว่า 'ถ้า...' (ถ้าสิ่งนี้ไม่ได้ผล คุณก็ลองแบบนี้...)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1063","focus-form","Plastic bags ___ are filled with water hang over the door.","what","who","that","where","C","that ใช้แทนคำว่าถุงพลาสติก (Plastic bags) ซึ่งใช้เป็นนามที่ถูกขยายต่อด้วย relative clause",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1064","focus-form","Nobody knows exactly ___ this works.","when","what","why","which","C","แปลตรงตัว why คือ ทำไม รูปประโยคจะสมบูรณ์คือ ไม่มีใครรู้ชัดว่า'ทำไม'สิ่งนี้ถึงเวิร์ก",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1065","focus-form","Man: Where’s Billy?Woman: He’s ___ his bedroom, I think.","in","on","under","between","A","การบอกตำแหน่งอยู่ด้าน 'ในห้อง' หรือสิ่งที่มีขอบเขต จะใช้บุพบท in",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1066","focus-form","Man: How many goals ___ scored in the soccer game yesterday?Woman: Only one, I think.","are","were","have been","were being","B","การถามจำนวนรูปในอดึต ถูกกระทำ ( Passive Voice: ถูกทำประตู) goals เป็นพหูพจน์ใช้ were",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1067","focus-form","Man: Do you want to go running or swimming this weekend?Woman: ___ is fine with me.","All","Both","Every","Either","D","ตัวเลือกให้เลือกระหว่าง A หรือ B สามารถตอบกลับด้วย Either (อันไหนก็ได้/ได้อย่างใดอย่างหนึ่ง)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1068","focus-form","Girl: Good news. My mother let me ___ at school until five today.Boy: That’s good. We can study for our test together.","stay","stayed","to stay","staying","A","โครงสร้าง let + someone + กริยาช่อง 1 (ไม่ผันและไม่เติม to) มีความหมายว่าอนุญาตให้อีกฝ่ายทำบางอย่าง",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1069","focus-form","Man: This is ___ great picture.Woman: Yes, it is.","a","the","some","an","A","ใช้ Article 'a' เพื่อกล่าวนำหน้าคำนามเอกพจน์ (picture) ที่ใช้คำขยายต้นแบบ consonant sound",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1070","focus-form","Man: Is this David’s phone?Woman: Yes, it is ___ phone.","him","his","he","himself","B","เมื่อกล่าวถึง David ซึ่งเป็นผู้ชาย จึงใช้ possession adjective ว่า his (ของเขา)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1071","focus-form","Woman: Do you live with your parents?Man: No, I live by ___.","my own","me","myself","mine","C","by myself มีความหมายว่าทำทุกอย่างด้วยตนเอง หรือพักอยู่ด้วยตนเอง (คนเดียว)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1072","focus-form","Server: Would you like ___ dessert?Customer: No, thank you. I'm full.","some","a","any","the","A","เรามักใช้ some กับประโยคคำถามเพื่อการเสนอสิ่งต่างๆ ให้กับอีกฝ่ายอย่างสุภาพ (เช่น อาหารเครื่องดื่ม)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1073","focus-form","Woman: Can I borrow a pen?Man: Sorry! I ___ have one.","can’t","won’t","don’t","didn’t","C","ประโยคปฏิเสธรูป present tense กับ I/You/We/They จะใช้ don't (do not)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1074","focus-form","Woman: ___ did you get home last night?Man: I got a taxi.","What","When","Where","How","D","ถามวิธีการกลับบ้าน (How = อย่างไร) ในประโยคใช้กับการเดินทา่งเป็นแท็กซี่",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1075","focus-form","Man: Are ___ any bananas on the table?Woman: I'm sorry, I ate the last one.","they","this","it","there","D","การถามว่า 'มีไหม' ใช้โครงสร้าง Are there... กับพหูพจน์ ส่วน if singular you use Is there...",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1076","focus-form","Woman: Please ___ talk on your phone in this area, sir.Man: I'm sorry. I will go outside.","no","not","isn’t","don’t","D","การขอร้องห้ามไม่ให้ทำบางอย่างใช้ please + don't + กริยา (ช่อง 1)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1077","focus-form","Man: Where did you go on vacation?Woman: We went to Florida, and we ___ a great time.","did","had","took","made","B","ตอบคำถามในอดีต (did you go...) และคำว่า 'had a great time' มีความหมายว่าได้รับความสนุกสนาน/ช่วงเวลาดีๆในอดีต",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1078","focus-form","Man: Whose is that fantastic car?Woman: Actually, it’s ___.Man: Lucky you.","theirs","mine","yours","hers","B","ระบุว่า 'ของฉัน' โดดๆ โดยไม่ต้องมีคำนามตามหลัง ใช้ สรรพนาม mine",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1079","focus-form","Woman: I’ll be back in the office early on Monday.Man: Right. ___ a good weekend, then.","get","have","take","make","B","คำอวยพรให้มีช่วงเวลาดีๆ นิยมใช้ have เช่น Have a good weekend, have a good day",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1080","focus-form","Woman: Sorry I didn't make it to the party.Man: What happened?Woman: Oh, I ___ really ill so I couldn’t go.","feel","felt","feels","feeling","B","ประโยคอธิบายว่าป่วยเมื่อวันก่อนหน้า เป็นเรื่องอดีต ใช้ felt เป็นอดีตของคำว่า feel",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1081","focus-form","Man: Are you looking forward ___ your holiday next week?Woman: Yes, I can't wait.","in","to","at","for","B","look forward to เป็นอารมณ์ของการ 'ตั้งตาคอย' เป็นกริยาวลีที่ใช้ to ขยาย",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1082","focus-form","Man: Whose is that money on the table?Woman: It’s ___. I forgot that I left it there last night.","his","mine","ours","yours","B","mine แทนบอกว่าเงินนั้นเป็น 'ของฉัน' ซึ่งย้ำในประโยคหลังว่าฉันลืมทิ้งมันไว้เอง",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1083","focus-form","Man: Do you know Teresa?Woman: Yes, I met her a couple of months ___.","ago","past","away","since","A","การบอกเรื่องราวในอดีตโดยเจาะจงเวลามานานแค่ไหนแล้วจะใช้คำว่า ago (ผ่านพ้นมาแล้ว)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1084","focus-form","Boy: Shall we go to the movie tonight?Girl: No, we ___ finish our homework first. It has to be in tomorrow.","might","would","could","should","D","should มีความหมายว่า 'ควรจะ' เพื่อเป็นคำแนะนำตัวที่ต้องเร่งทำสิ่งใดสิ่งหนึ่ง",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1085","focus-form","Girl: What did you give your little brother for his birthday?Boy: A toy train ___ chocolate.","filled","done","made","covered","C","ใช้คำว่า made of chocolate แต่ในประโยคเขียนมาแค่ made ก็เพื่อระบุว่าถูกทำ (สร้าง) มาจากช็อกโกแลต",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1086","focus-form","Boy: What have you done to your leg?Girl: Oh, I fell over yesterday and it ___ hurts now.","so","very","quite","really","D","really เป็นคำกริยาวิเศษณ์ใชัขยายความหมายของ hurt ชี้ให้เห็นว่าเจ็บ 'จริงๆ' (แบบมาก)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1087","focus-form","Woman: I can’t afford to go away on holiday this year.Man: What ___ instead?Woman: I'm not quite sure yet.","do you do","will you do","have you do","were you doing","B","will you do ถามเกี่ยวกับแผนการในการตัดสินใจ ณ ปัจจุบันสำหรับเหตุการณ์ในอนาคต",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1088","focus-form","Man: Does it cost ___ to fly from London to Edinburgh?Woman: I think it's cheaper if you book on the Internet.","many","much","a few","a lot of","B","ราคา หรือเงิน ถือเป็นคำนามนับไม่ได้ ใช้ much",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1089","focus-form","Man: What do you think of Maria?Woman: Well, she struck me ___ very pleasant.","so","as","for","like","B","วลี strike someone as แปลว่า ให้ความประทับใจแว่า... หรือรู้สึกว่าเป้นคนลักษณะ...",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1090","focus-form","Husband: Has Sam said anything about when I should pick him up from the airport?Wife: Yes. He said ___ you at the airport at five o’clock.","he met","he meets","he’s met","he’d meet","D","ใน Reported speech รูปในอดีต (said) ทำให้ we will เปลี่ยนเป็น he'd (would) meet",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1091","focus-form","Boy: Do you like playing this computer game?Girl: No, ___ boring. Shall we choose something else to play?","they’re","it’s","that’s","this is","B","สรรพนามอ้างอิงถึง this computer game ในประโยคคือการใช้ It",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1092","focus-form","Woman: How many children ___ you got?Man: Three. Two girls and a boy.","do","did","have","are","C","ใช้ Have ... got ในรูปประโยคแบบอังกฤษ-อังกฤษ แทนแบบ Have ได้เลยแปลว่ามี",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1093","focus-form","Man: Do you want to come with me to the supermarket?Woman: No, thanks. I don't need ___.","it","something","one","anything","D","การใช้โครงสร้างปฏิเสธ จะใช้ anything เพื่อบอกว่าไม่ได้ต้องการ 'อะไรเลย'",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1094","focus-form","Woman: Can I borrow a pen?Man: Sorry, I ___ have one.","didn't","haven't got","won't","don't","D","ปัจจุบันปฏิเสธที่เข้ากับสรรพนาม I คือคำว่า don't",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1095","focus-form","Girl: Could I ___ your pen for a minute?Boy: Yeah, sure!","borrow","borrowed","lend","lent","A","คำว่า ขอยืม ใช้ borrow (ส่วน lend คือให้ยืม)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1096","focus-form","Boy: Do you eat brown bread?Girl: Not really. I ___ white better.","like","want","prefer","eat","A","เลือกสิ่งที่ชอบกว่า ใช้ like...better หรือ prefer",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1097","focus-form","Man: ___ wrong?Woman: I don't feel very well.","How’s","What’s","Are you","What’s the","B","What's wrong? เป็นการถามไถ่ว่าเกิดอะไรขึ้น เป็นอะไรหรือเปล่า",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1098","focus-form","Woman: I always travel by bus.Man: Why?Woman: Because it’s ___ than the train.","much cheaper","as cheap","more cheap","cheap","A","ใชัรูปขั้นกว่าของ cheap อย่าง cheaper เพื่อแสดงให้เห็นภาพเปรียบเทียบ ส่วน much เน้นว่ามากกว่าเยอะ",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1099","focus-form","Man: Is Anna here today?Woman: No, ___ at home on Tuesdays.","she is working","she would work","she works","she work","C","เป็นกำหนดเวลาตายตัวหรือกิจวัตรในทุกๆ วันอังคาร ใช้ present simple: she works",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1100","focus-form","Woman: ___ do you do?Man: I'm a chef in a French restaurant.","How","Where","What","Whose","C","ถามถึงอาชีพ นิยมใช้ 'What do you do?'",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1101","focus-form","Girl: Is Sam ___ than you now?Boy: Yes. He's grown a lot recently.","taller","the tallest","more taller","tall","A","ใช้ taller เป็นการเปรียบเทียบระดับขั้นกว่า คู่กับคำว่า than",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1102","focus-form","Woman: Where did you get that book?Man: Peter gave it to ___ yesterday.","me","my","mine","myself","A","กรรมมารองรับกริยา give/gave คือ me (ยืมให้ 'ฉัน')",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1103","focus-form","Boy: When ___ George start learning Spanish?Girl: About two years ago, I think.","did","will","was","does","A","ถามเกี่ยวกับอดีต ใช้ Verb ช่วยช่องสอง คือ did",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1104","focus-form","Woman: Would you like another coffee?Man: No thanks, I’ve had ___.","any","some","much","enough","D","พอแล้วไม่ต้องการเพิ่ม ใช้ enough",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1105","focus-form","Girl: What are your plans for the weekend?Boy: I ___ to the cinema with Kirsty.","go","went","will going","am going","D","เพื่อบอกแผนที่ตัดสินใจและเตรียมการไปแล้ว ใช้ present continuous (am + V.ing)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1106","focus-form","Man: How long have you been in Australia?Woman: Two months.Man: And do you ___ it in Sydney?","like","live","love","stay","A","ต้องการถามความชื่นชอบต่อเมือง ใช้คำว่า like it in ...",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1107","focus-form","Woman: I always look forward to the summer holidays.Man: So ___ I.","do","am","can","have","A","เมื่อเห็นด้วยกับประโยคบอกเล่ากริยา present จะตอบด้วย So do I",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1108","focus-form","Woman: I’m going to the mountains at the weekend, but I haven't got any climbing boots.Man: Oh, do you want to borrow ___?","my","me","mine","mines","C","ใช้ mine (แปลว่า ของฉัน) แทนได้เพื่อไม่ต้องกล่าวนามนั้นซ้ำสอง",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1109","focus-form","Waiter: Who ordered the soft drink?Man: I did.Waiter: ___ . Enjoy!","Right","Here you are","Who is it?","There","B","เมื่อมีคำถามและต้องการนำไปเสิร์ฟ/มาให้ พนักงานเสิร์ฟจะบอกว่า Here you are.",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
